# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2019-01-31 11:21:20
item,id,year,title,AU,SO,DE
3048,WOS:000411889800004,2017,Providing a non-deterministic representation of spatial variability of precipitation in the Everest region,"Eeckman, J|Chevallier, P|Boone, A|Neppel, L|De Rouw, A|Delclaux, F|Koirala, D",HYDROLOGY AND EARTH SYSTEM SCIENCES,
3049,WOS:000349395800016,2014,Topology design of inductors in electromagnetic casting using level-sets and second order topological derivatives,"Canelas, A|Novotny, AA|Roche, JR",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,topological asymptotic analysis topological derivatives inverse problem electromagnetic casting
3050,WOS:000281165800008,2010,A flow-based pattern recognition algorithm for rapid quantification of geologic uncertainty,"Alpak, FO|Barton, MD|Caers, J",COMPUTATIONAL GEOSCIENCES,reservoir forecasting uncertainty quantification pattern recognition channelized turbidite reservoirs streamline simulation
3051,WOS:000221754500008,2004,Three Mahalanobis distances and their role in assessing unidimensionality,"Yuan, KH|Fung, WK|Reise, SR",BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,
3052,WOS:000349395800018,2014,An efficient 3D topology optimization code written in Matlab,"Liu, K|Tovar, A",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,topology optimization matlab compliance compliant mechanism heat conduction non-linear programming
3053,WOS:000273683100006,2010,"Selecting Variables for Habitat Suitability of Asellus (Crustacea, Isopoda) by Applying Input Variable Contribution Methods to Artificial Neural Network Models","Mouton, AM|Dedecker, AP|Lek, S|Goethals, PLM",ENVIRONMENTAL MODELING & ASSESSMENT,biological assessment environmental impact macroinvertebrates predictive modelling rivers sensitivity analysis multiple regression
3054,WOS:000257013100014,2008,Shape optimization using the boundary element method and a SAND interior point algorithm for constrained optimization,"Canelas, A|Herskovits, J|Telles, JCF",COMPUTERS & STRUCTURES,shape optimization boundary element method interior point algorithm structural design sand formulation sensitivity analysis
3055,WOS:000400226700085,2017,Understanding N2O formation mechanisms through sensitivity analyses using a plant-wide benchmark simulation model,"Boiocchi, R|Gernaey, KV|Sin, G",CHEMICAL ENGINEERING JOURNAL,nitrous oxide sensitivity analysis morris screening monte carlo wastewater
3056,WOS:000400146800001,2017,Topography- and nightlight-based national flood risk assessment in Canada,"Elshorbagy, A|Bharath, R|Lakhanpal, A|Ceola, S|Montanari, A|Lindenschmidt, KE",HYDROLOGY AND EARTH SYSTEM SCIENCES,
3057,WOS:000349361200011,2015,Assessment of Input Uncertainty in SWAT Using Latent Variables,"Yen, H|Jeong, JH|Feng, QY|Deb, D",WATER RESOURCES MANAGEMENT,input uncertainty model calibration swat uncertainty analysis
3058,WOS:000181068500003,2003,Decision analysis methodology to evaluate integrated solid waste management alternatives,"Chambal, S|Shoviak, M|Thal, AE",ENVIRONMENTAL MODELING & ASSESSMENT,value-focused thinking municipal solid waste management decision analysis
3059,WOS:000347598900021,2015,State-space estimation with a Bayesian filter in a coupled PDE system for transient gas flows,"Uilhoorn, FE",APPLIED MATHEMATICAL MODELLING,bayesian filtering monte carlo methods particle filter unsteady compressible gas flow nonlinear/non-gaussian two-step lax-wendroff
3060,WOS:000337995500066,2013,Evaluation of ECMWF wind data for wave hindcast in Chabahar zone,"Saket, A|Etemad-Shahidi, A|Moeini, MH",JOURNAL OF COASTAL RESEARCH,wind waves wind fields swan model chabahar
3061,WOS:000310346800002,2012,The Extended Thiem's solution: Including the impact of heterogeneity,"Zech, A|Schneider, CL|Attinger, S",WATER RESOURCES RESEARCH,
3062,WOS:000348930500018,2015,A method to reduce the computational requirement while assessing uncertainty of complex hydrological models,"Athira, P|Sudheer, KP",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,generalized likelihood uncertainty estimation physically based distributed models mutual information swat uncertainty
3063,WOS:000285662600022,2011,"Can biotransformation of BDE-209 in lake trout cause bioaccumulation of more toxic, lower-brominated PBDEs (BDE-47,-99) over the long term?","Gandhi, N|Bhavsar, SP|Gewurtz, SB|Tomy, GT",ENVIRONMENT INTERNATIONAL,polybrominated diphenyl ethers (pbdes) fish accumulation deca-bde biotransformation potential half-life multichemical multimedia model
3064,WOS:000377314300017,2016,Is river rehabilitation economically viable in water-scarce basins?,"Garcia, X|Corominas, L|Pargament, D|Acuna, V",ENVIRONMENTAL SCIENCE & POLICY,ecosystem services cost-benefit analysis river rehabilitation sensitivity and risk analysis water scarcity
3065,WOS:000319827400004,2013,Simulation-based uncertainty quantification of human arterial network hemodynamics,"Chen, P|Quarteroni, A|Rozza, G",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING,uncertainty quantification sensitivity analysis stochastic collocation method cardiovascular modeling human arterial network wave propagation hemodynamics
3066,WOS:000347719300008,2014,Methane Production from Feather Waste Pretreated with Ca(OH)(2): Process Development and Economical Analysis,"Forgacs, G|Niklasson, C|Horvath, IS|Taherzadeh, MJ",WASTE AND BIOMASS VALORIZATION,feather anaerobic digestion alkaline pretreatment process development economical analysis
3067,WOS:000320865900014,2013,Simultaneous shape and topology optimization of shell structures,"Hassani, B|Tavakkoli, SM|Ghasemnejad, H",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,shape topology optimization shell structures
3068,WOS:000346654600020,2014,Probabilistic collocation method for strongly nonlinear problems: 2. Transform by displacement,"Liao, QZ|Zhang, DX",WATER RESOURCES RESEARCH,
3069,WOS:000261767500015,2008,THE EFFECT OF ENVIRONMENTAL CONDITIONS ON ERGOSTEROL AND TRICHOTHECENE CONTENT OF NATURALLY CONTAMINATED OAT GRAIN,"Perkowski, J|Basinski, T|Wiwart, M|Kostecki, M|Busko, M|Matysiak, A",ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,trichothecenes ergosterol oats cultivars environmental conditions
3070,WOS:000371359300008,2016,"Uncertainty analysis in 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD) cancer dose-response for three occupational cohorts","Dong, ZM|Yuan, GX|Hu, JY",ENVIRONMENT INTERNATIONAL,kinetic model dose-response model cancer effective dose dioxin
3071,WOS:000312885400021,2012,Verification and Validation of Hierarchical Fault Diagnosis in Satellites Formation Flight,"Barua, A|Khorasani, K",IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART C-APPLICATIONS AND REVIEWS,bayesian networks (bns) decision support systems fault diagnosis model-based reasoning spacecraft formation flight verification and validation (v&v)
3072,WOS:000351399600004,2015,"Statusanalysis and groundwater storage model of the upper coastal aquifer in Agadir, Morocco","Gorlich, I|Weigand, S|Beuel, S|Bouchaou, L|Reichert, B",GRUNDWASSER,seawater intrusion ion ratios groundwater storage model coastal aquifer morocco
3073,WOS:000279365100006,2010,Identification of high-dimension polynomial chaos expansions with random coefficients for non-Gaussian tensor-valued random fields using partial and limited experimental data,"Soize, C",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,polynomial chaos expansion identification inverse stochastic problem random field stochastic process stochastic boundary value problem
3074,WOS:000330085400077,2013,Consumer loss in Czech photovoltaic power plants in 2010-2011,"Prusa, J|Klimesova, A|Janda, K",ENERGY POLICY,energy subsidies photovoltaic renewables
3075,WOS:000408275500033,2017,Cost-benefit analysis of copper recovery in remediation projects: A case study from Sweden,"Volchko, Y|Norrman, J|Rosen, L|Fedje, KK",SCIENCE OF THE TOTAL ENVIRONMENT,cost-benefit analysis uncertainty analysis optimization metal recycling metal recovery remediation contaminated sites
3076,WOS:000355224700007,2015,Optimal Budget Allocation Across Search Advertising Markets,"Yang, YW|Zeng, D|Yang, YH|Zhang, J",INFORMS JOURNAL ON COMPUTING,sponsored search budget allocation budget strategy search markets
3077,WOS:000392768900020,2017,A coastal three-dimensional water quality model of nitrogen in Jiaozhou Bay linking field experiments with modelling,"Lu, DL|Li, KQ|Liang, SK|Lin, GH|Wang, XL",MARINE POLLUTION BULLETIN,water quality model coastal management field experiments nitrogen dynamic jiaozhou bay
3078,WOS:000365804800013,2016,Dynamic simulation of urban water metabolism under water environmental carrying capacity restrictions,"Zeng, WH|Wu, B|Chai, Y",FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,urban water metabolism system (uwms) system dynamic simulation water environmental carrying capacity (wecc) feedback loops bilateral control
3079,WOS:000252516900010,2008,Self-adjoint sensitivity analysis of lossy dielectric structures with electromagnetic time-domain simulators,"Song, YP|Li, Y|Nikolova, NK|Bakr, MH",INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS,time-domain analysis sensitivity analysis adjoint-variable methods tlm method fdtd method
3080,WOS:000306253600024,2012,Proposal of an environmental performance index to assess solid waste treatment technologies,"Coelho, HMG|Lange, LC|Coelho, LMG",WASTE MANAGEMENT,cleaner treatment environmental index environmental indicator solid waste waste treatment
3081,WOS:000387233400008,2016,Localization of Groundwater Vulnerability Assessment Using Catastrophe Theory,"Sadeghfam, S|Hassanzadeh, Y|Nadiri, AA|Zarghami, M",WATER RESOURCES MANAGEMENT,groundwater vulnerability drastic method catastrophe theory nitrate-n
3082,WOS:000361910100001,2015,"First development to model aerosol emission from solid surfaces subjected to mechanical stresses: II. Experiment-theory comparison, simulation and sensibility analysis","Shandilya, N|Morgeneyer, M|Le Bihan, O",JOURNAL OF AEROSOL SCIENCE,aerosol abrasion modeling & simulation exposure safer by design
3083,WOS:000171171500005,2001,First order stochasticity in boundary geometry: a computer algebra BE development,"Dasgupta, G|Papusha, AN|Malsch, E",ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS,computer algebra concave pentagon macroelement perturbation method reliability analysis sensitivity analysis stochastic geometry
3084,WOS:000368420000035,2015,A Bayesian approach to improved calibration and prediction of groundwater models with structural error,"Xu, TF|Valocchi, AJ",WATER RESOURCES RESEARCH,
3085,WOS:000378969300001,2016,Supervised domain adaptation of decision forests: Transfer of models trained in vitro for in vivo intravascular ultrasound tissue characterization,"Conjeti, S|Katouzian, A|Roy, AG|Peter, L|Sheet, D|Carlier, S|Laine, A|Navab, N",MEDICAL IMAGE ANALYSIS,domain adaptation random forests intravascular ultrasound tissue characterization
3086,WOS:000180880600006,2003,Optimal design of hybrid RO/MSF desalination plants - Part I: Modeling and algorithms,"Helal, AM|El-Nashar, AM|Al-Katheeri, E|Al-Malek, S",DESALINATION,hybridization optimization hybrid ro/msf modeling desalination
3087,WOS:000413605000031,2017,Multi-criteria analysis for municipal solid waste management in a Brazilian metropolitan area,"Santos, SM|Silva, MM|Melo, RM|Gavazza, S|Florencio, L|Kato, MT",ENVIRONMENTAL MONITORING AND ASSESSMENT,developing countries promethee method multi-criteria analysis decisionmaking solid waste management
3088,WOS:000183211100009,2003,Mixed-mode simulation approach to characterize the circuit delay sensitivity to implant dose variations,"Srinivasaiah, HC|Bhat, N",IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,circuit delay cmos technology disposable spacer mixed-mode simulation sensitivity analysis
3089,WOS:000385900000029,2016,Risk analysis of the governance system affecting outcomes in the Great Barrier Reef,"Dale, AP|Vella, K|Pressey, RL|Brodie, J|Gooch, M|Potts, R|Eberhard, R",JOURNAL OF ENVIRONMENTAL MANAGEMENT,governance systems risk analysis reef and coastal governance great barrier reef
3090,WOS:000386360300014,2016,Synthetic Drought Scenario Generation to Support Bottom-Up Water Supply Vulnerability Assessments,"Herman, JD|Zeff, HB|Lamontagne, JR|Reed, PM|Characklis, GW",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,
3091,WOS:000086618300005,2000,Uncertainty analysis in the field of ambient air and stack emission monitoring,"Beier, R|Kordecki, R",GEFAHRSTOFFE REINHALTUNG DER LUFT,
3092,WOS:000230023700020,2005,"SiSPAT-Isotope, a coupled heat, water and stable isotope (HDO and (H2O)-O-18) transport model for bare soil. Part II. Evaluation and sensitivity tests using two laboratory data sets","Braud, I|Bariac, T|Vauclin, M|Boujamlaoui, Z|Gaudet, JP|Biron, P|Richard, P",JOURNAL OF HYDROLOGY,coupled heat water and stable isotope transport model resistance to isotope transfer laboratory soil column kinetic fractionation factor
3093,WOS:000253365200002,2008,Building model analysis applications with the Joint Universal Parameter IdenTification and Evaluation of Reliability (JUPITER) API,"Banta, ER|Hill, MC|Poeter, E|Doherty, JE|Babendreler, J",COMPUTERS & GEOSCIENCES,sensitivity uncertainty calibration optimization model discrimination
3094,WOS:000257535700017,2008,A sensitivity analysis of solving joint replenishment problems using the RAND method under inaccurate holding cost estimates and demand forecasts,"Wang, YC|Cheng, WT",COMPUTERS & INDUSTRIAL ENGINEERING,joint replenishment problems rand customer demands unit holding costs
3095,WOS:000405445300048,2017,Analytical variance based global sensitivity analysis for models with correlated variables,"Zhang, KC|Lu, ZZ|Wu, DQ|Zhang, YL",APPLIED MATHEMATICAL MODELLING,analytical method variance based gsa correlated variable subset decomposition orthogonal decorrelation kriging model
3096,WOS:000377310600003,2016,"Environmental performance of sorghum, barley and oat silage production for livestock feed using life cycle assessment","Gonzalez-Garcia, S|Baucells, F|Feijoo, G|Moreira, MT",RESOURCES CONSERVATION AND RECYCLING,avena sativa l. double cropping system feedstuffs functional units hordeum vulgare l. sorghum spp.
3097,WOS:000312173200003,2013,"Sustainable consumption, production and infrastructure construction for operating and planning intercity passenger transport systems","Chiou, YC|Lan, LW|Chang, KL",JOURNAL OF CLEANER PRODUCTION,sustainable transport bi-level programming game theory
