# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2018-12-12 14:21:07
item,id,year,title,AU,SO,DE
8740,WOS:000313557900124,2011,APPLICATION OF SENSITIVITY ANALYSIS - PRELIMINARY STEP OF THE PROCESS PARAMETERS ESTIMATION,"Szeliga, D.|Onate, E|Owen, DRJ|Peric, D|Suarez, B",COMPUTATIONAL PLASTICITY XI: FUNDAMENTALS AND APPLICATIONS,sensitivity analysis|inverse problem|parameter identification|hp-adaptivity|electrical resistivity
8741,WOS:000393207700008,2017,Uncertainty analysis of soil erosion modelling using different resolution of open-source DEMs,"Mondal, Arun|Khare, Deepak|Kundu, Sananda",GEOCARTO INTERNATIONAL,dem|rusle|accuracy|uncertainty|soil erosion
8742,WOS:000296242100003,2011,Prediction of pile group scour in waves using support vector machines and ANN,"Ghazanfari-Hashemi, Samaneh|Etemad-Shahidi, Amir|Kazeminezhad, Mohammad H.|Mansoori, Amir Reza",JOURNAL OF HYDROINFORMATICS,ann|pile group|scour depth|soft computing approaches|svm
8743,WOS:000400159100010,2017,A discontinuous finite element suspended sediment transport model for water quality assessments in river networks,"Perez, Fabricio Fiengo|Sweeck, Lieve|Elskens, Marc|Bauwens, Willy",HYDROLOGICAL PROCESSES,advection-diffusion|discontinuous finite element|suspended sediment transport|uncertainty analysis
8744,WOS:000373220700051,2016,The importance of uncertainties in scenario analyses - A study on future ecosystem service delivery in Flanders,"Landuyt, Dries|Broekx, Steven|Engelen, Guy|Uljee, Inge|Van der Meulen, Maarten|Goethals, Peter L. M.",SCIENCE OF THE TOTAL ENVIRONMENT,coupled component model|cellular automata|bayesian belief networks|land use change|uncertainty propagation
8745,WOS:000289320700026,2011,SPH truncation error in estimating a 3D function,"Amicarelli, Andrea|Marongiu, Jean-Christophe|Leboeuf, Francis|Leduc, Julien|Caro, Joelle",COMPUTERS & FLUIDS,sph|truncation error|shepard correction|consistency methods
8746,WOS:000399624000043,2017,When geography matters. A location-adjusted blue water footprint of commercial beef in South Africa,"Harding, Genevieve|Courtney, Caitlin|Russo, Valentina",JOURNAL OF CLEANER PRODUCTION,water footprint|blue water|water stress index|beef value chain|south africa
8747,WOS:000303048900001,2012,A space-time multiscale method for computing statistical moments in strongly heterogeneous poroelastic media of evolving scales,"Azevedo, Juarez S.|Murad, Marcio A.|Borges, Marcio R.|Oliveira, Saulo P.",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,poroelasticity|reservoir geomechanics|consolidation|multiscale methods|uncertainty quantification|fractal covariance|karhunen-loeve expansion|fredholm integral equation|finite elements
8748,WOS:000273479600013,2010,"Marine electrical resistivity imaging of submarine groundwater discharge: sensitivity analysis and application in Waquoit Bay, Massachusetts, USA","Henderson, Rory D.|Day-Lewis, Frederick D.|Abarca, Elena|Harvey, Charles F.|Karam, Hanan N.|Liu, Lanbo|Lane, John W.",HYDROGEOLOGY JOURNAL,electrical resistivity imaging|coastal aquifers|groundwater/surface-water relations|submarine groundwater discharge|equipment/field techniques|usa
8749,WOS:000363949300026,2015,Modeling and kinetics study of acid anthraquinone oxidation using ozone: energy consumption analysis,"Kordkandi, Salman Alizadeh|Ashiri, Rasoul",CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,ozonation process|kinetics study|modeling|artificial neural network|energy consumption
8750,WOS:000403644700015,2017,"Parameter estimation and uncertainty analysis of the Spatial Agro Hydro Salinity Model (SAHYSMOD) in the semi-arid climate of Rechna Doab, Pakistan","Inam, Azhar|Adamowski, Jan|Prasher, Shiv|Albano, Raffaele",ENVIRONMENTAL MODELLING & SOFTWARE,sahysmod|generalized likelihood uncertainty|estimation|groundwater|sensitivity analysis|parameter estimation|monte carlo|equifinality
8751,WOS:000380512800006,2016,Multi-material topology optimization considering interface behavior via XFEM and level set method,"Liu, Pai|Luo, Yangjun|Kang, Zhan",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,topology optimization|multi-material|interface debonding|cohesive model|xfem|level set
8752,WOS:000333204200010,2014,Carbon balance impacts of land use changes related to the life cycle of Malaysian palm oil-derived biodiesel,"Hansen, Sune Balle|Olsen, Stig Irving|Ujang, Zaini",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,biodiesel|forest|land use change|luc|palmoil|plantations|rubber|temporary carbon storage
8753,WOS:000313697500006,2012,Uncertainty quantification of CO2 leakage through a fault with multiphase and nonisothermal effects,"Lu, Chuanhe|Sun, Yunwei|Buscheck, Thomas A.|Hao, Yue|White, Joshua A.|Chiaramonte, Laura",GREENHOUSE GASES-SCIENCE AND TECHNOLOGY,carbon dioxide|leakage|reduced-order model|risk analysis|thermal effect
8754,WOS:000331955900009,2014,Multiscale modeling and uncertainty quantification in nanoparticle-mediated drug/gene delivery,"Li, Ying|Stroberg, Wylie|Lee, Tae-Rin|Kim, Han Sung|Man, Han|Ho, Dean|Decuzzi, Paolo|Liu, Wing Kam",COMPUTATIONAL MECHANICS,drug delivery|multiscale modeling|coarse-grained molecular dynamics|fluid-structure interaction|immersed molecular electrokinetic finite element|molecular mean-field theory
8755,WOS:000408930200076,2014,Sensitivity and Uncertainty Analysis of the keff for VHTR fuel,"Han, Tae Young|Lee, Hyun Chul|Noh, Jae Man|Caruge, D|Calvin, C|Diop, CM|Malvagi, F|Trama, JC",SNA + MC 2013 - JOINT INTERNATIONAL CONFERENCE ON SUPERCOMPUTING IN NUCLEAR APPLICATIONS + MONTE CARLO,vhtr|sensitivity|uncertainty|decart
8756,WOS:000350327700020,2015,Temperature impacts on economic growth warrant stringent mitigation policy,"Moore, Frances C.|Diaz, Delavane B.",NATURE CLIMATE CHANGE,
8757,WOS:000406177500006,2017,An adaptive surrogate modeling-based sampling strategy for parameter optimization and distribution estimation (ASMO-PODE),"Gong, Wei|Duan, Qingyun",ENVIRONMENTAL MODELLING & SOFTWARE,surrogate model|parameter distribution estimation|markov chain monte carlo|gaussian processes regression|adaptive sampling|land surface model
8758,WOS:000328934100008,2014,Assessing Effects of PCB Exposure on American Mink (Mustela vison) Abundance in Portland Harbor,"Luxon, Matt|Toll, John|Hanson, Craig",INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,mustela vison|pcbs|population-level ecological risk assessment|portland harbor|probabilistic risk assessment|uncertainty analysis
8759,WOS:000407831200013,2017,L-Moment-Based Regional Frequency Analysis of Annual Extreme Precipitation and its Uncertainty Analysis,"Liang, Yuyin|Liu, Shuguang|Guo, Yiping|Hua, Hong",WATER RESOURCES MANAGEMENT,l-moments|regional analysis|uncertainty analysis|at-site analysis|frequency analysis
8760,WOS:000404779900001,2017,EXPLORING THE LOCALLY LOW DIMENSIONAL STRUCTURE IN SOLVING RANDOM ELLIPTIC PDES,"Hou, Thomas Y.|Li, Qin|Zhang, Pengchuan",MULTISCALE MODELING & SIMULATION,uncertainty quantification|random pdes|msfem|polynomial chaos expansion|stochastic collocation
8761,WOS:000415298800055,2017,Stochastic sensitivity analysis of nonautonomous nonlinear systems subjected to Poisson white noise,"Sun, Yahui|Hong, Ling|Jiang, Jun",CHAOS SOLITONS & FRACTALS,stochastic sensitivity analysis|poisson white noise|stroboscopic map|confidence ellipse|nonlinear system
8762,WOS:000368276600009,2015,Using airborne LiDAR to determine total sapwood area for estimating stand transpiration in plantations,"Saito, Takami|Yamamoto, Kazukiyo|Komatsu, Misako|Matsuda, Hiroki|Yunohara, Shuji|Komatsu, Hikaru|Tateishi, Makiko|Xiang, Yang|Otsuki, Kyoichi|Kumagai, Tomo'omi",HYDROLOGICAL PROCESSES,japanese cedar|japanese cypress|local maximum filtering|remote sensing|sapflow measurement|stand density management diagram
8763,WOS:000409290700110,2017,Process optimization for zero-liquid discharge desalination of shale gas flowback water under uncertainty,"Onishi, Viviani C.|Ruiz-Femenia, Ruben|Salcedo-Diaz, Raquel|Carrero-Parreno, Alba|Reyes-Labarta, Juan A.|Fraga, Eric S.|Caballero, Jose A.",JOURNAL OF CLEANER PRODUCTION,shale gas flowback water|multiple-effect evaporation with mechanical vapor recompression (meemvr)|zero-liquid discharge (zld)|uncertainty|risk management|robust design
8764,WOS:000366156600042,2016,Numerical methods for high-dimensional probability density function equations,"Cho, H.|Venturi, D.|Karniadakis, G. E.",JOURNAL OF COMPUTATIONAL PHYSICS,high-order numerical methods|proper generalized decomposition|uncertainty quantification|stochastic dynamical systems|kinetic partial differential equations|anova decomposition
8765,WOS:000282721400009,2011,A modified super-efficiency measure based on simultaneous input-output projection in data envelopment analysis,"Chen, Jin-Xiao|Deng, Mingrong|Gingras, Sylvain",COMPUTERS & OPERATIONS RESEARCH,data envelopment analysis|efficiency measure|super-efficiency|infeasibility
8766,WOS:000283901700017,2010,Level set method for the inverse elliptic problem in nonlinear electromagnetism,"Cimrak, Ivan|Van Keer, Roger",JOURNAL OF COMPUTATIONAL PHYSICS,sensitivity analysis|adjoint problem|shape optimization|level set method
8767,WOS:000315702900006,2013,A hybrid fuzzy multi-criteria decision making approach for desalination process selection,"Ghassemi, Seyed Ali|Danesh, Shahnaz",DESALINATION,fuzzy-ahp|topsis|desalination|brackish water|electrodialysis
8768,WOS:000365423100091,2015,Dynamic water quality modelling and uncertainty analysis of phytoplankton and nutrient cycles for the upper South Saskatchewan River,"Akomeah, Eric|Chun, Kwok Pan|Lindenschmidt, Karl-Erich",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,water quality modelling|calibration|local sensitivity analysis|south saskatchewan river|wasp
8769,WOS:000318024100003,2013,Sustainability Through Uncertainty Management in Urban Land Suitability Assessment,"Soltani, Saba Reza|Mahiny, Abdolrassoul Salman|Monavari, Seyed Masoud|Alesheikh, Ali Asghar",ENVIRONMENTAL ENGINEERING SCIENCE,analytic hierarchy process|monte carlo simulation|multicriteria evaluation|sensitivity analysis|sustainable urban development|uncertainty management
8770,WOS:000348519300002,2014,Improving WetSpa model to predict streamflows for gaged and ungaged catchments,"Safari, Alireza|De Smedt, F.",JOURNAL OF HYDROINFORMATICS,boussinesq equation|dmip2 project|runoff modeling|streamflow prediction|ungaged asins|wetspa model
8771,WOS:000347362900010,2015,Assessing direct and indirect economic impacts of a flood event through the integration of spatial and computable general equilibrium modelling,"Carrera, Lorenzo|Standardi, Gabriele|Bosello, Francesco|Mysiak, Jaroslav",ENVIRONMENTAL MODELLING & SOFTWARE,flood risk|indirect impacts|computable general equilibrium|natural disasters
8772,WOS:000389439700002,2016,An Integrated Approach to Identify the Most Efficient Solutions for the Landfill Leachate Problem,"Tscheikner-Gratl, F.|Sitzenfrei, R.|Kohl, B.|Puempel, T.|Klebinder, K.|Ebner, C.|Leonhartsberger, C.|Knapp, A.|Rauch, W.|Pathak, CS|Reinhart, D","WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2016: ENVIRONMENTAL, SUSTAINABILITY, GROUNDWATER, HYDRAULIC FRACTURING, AND WATER DISTRIBUTION SYSTEMS ANALYSIS",leachate reduction|logistics|leachate treatment|decision support
8773,WOS:000301598800007,2012,A direct differentiation formulation of electromechanical sensitivity analysis for rough surfaces in contact,"Rauchs, G.",COMPUTATIONAL MECHANICS,surface roughness|finite element modeling|contact analysis|sensitivity analysis|direct differentiation
8774,WOS:000338796300363,2014,Research Methods of Severe Accident Source Term for Nuclear Power Plant,"Chen, Haiying|Wang, Shaowei|Chen, Yan|Lan, Bing|Zhang, Chunming|Sun, M|Zhang, Y","RENEWABLE ENERGY AND ENVIRONMENTAL TECHNOLOGY, PTS 1-6",nuclear power plant|severe accident|source term|radioactive nuclide
8775,WOS:000339476200002,2014,Ozone Pollution Prediction around Industrial Areas Using Fuzzy Neural Network Approach,"Zahedi, Gholamreza|Saba, Sahar|Elkamel, Ali|Bahadori, Alireza",CLEAN-SOIL AIR WATER,air pollution|fnn|modeling|ozone|sensitivity analysis
8776,WOS:000283362500011,2010,Parallel solution of contact shape optimization problems based on Total FETI domain decomposition method,"Vondrak, Vit|Kozubek, Tomas|Markopoulos, Alexandros|Dostal, Zdenek",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,contact shape optimization|sensitivity analysis|domain decomposition methods|parallel programming
8777,WOS:000369695300021,2016,On polynomial chaos expansion via gradient-enhanced l(1)-minimization,"Peng, Ji|Hampton, Jerrad|Doostan, Alireza",JOURNAL OF COMPUTATIONAL PHYSICS,polynomial chaos|uncertainty quantification|stochastic pdes|compressive sampling|l(1)-minimization|gradient-enhanced l(1)-minimization|sparse approximation
8778,WOS:000296027200011,2011,Sensitivity Analysis and Estimation of Extreme Tail Behavior in Two-Dimensional Monte Carlo Simulation,"Roelofs, V. J.|Kennedy, M. C.",RISK ANALYSIS,bayesian sensitivity analysis|dietary exposure|generalized pareto distribution|probabilistic risk assessment|statistical emulator
8779,WOS:000367395400004,2015,Causal Models for Mediation Analysis: An Introduction to Structural Mean Models,"Zheng, Cheng|Atkins, David C.|Zhou, Xiao-Hua|Rhew, Isaac C.",MULTIVARIATE BEHAVIORAL RESEARCH,clinical trials|mediation analysis|structural mean models
8780,WOS:000306013900001,2012,Multiresolution Analysis for Stochastic Finite Element Problems with Wavelet-Based Karhunen-Loeve Expansion,"Proppe, Carsten",MATHEMATICAL PROBLEMS IN ENGINEERING,
8781,WOS:000409350400013,2017,Variance-based sensitivity analysis for models with correlated inputs and its state dependent parameter solution,"Li, Luyi|Lu, Zhenzhou",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,correlated inputs|high dimensional model representation|variance contribution|independent contribution|correlated contribution|state dependent parameter method
8782,WOS:000403994400012,2017,Uncertainty analysis for structures with hybrid random and interval parameters using mathematical programming approach,"Feng, Jinwen|Wu, Di|Gao, Wei|Li, Guoyin",APPLIED MATHEMATICAL MODELLING,random interval analysis|nondeterministic structural responses|hybrid uncertainties|mathematical programming|bounded statistical feature
8783,WOS:000333998000036,2014,Comparison of three applied methods of groundwater vulnerability mapping: application to the coastal aquifer of Chebba-Mellouleche (Tunisia),"Saidi, Salwa|Bouri, Salem|Hassine, Sawsin|Ben Dhia, Hamed",DESALINATION AND WATER TREATMENT,chebba-mellouleche aquifer|geographical information system|drastic|galdit|aquifer vulnerability index
8784,WOS:000324013300011,2013,The spatial framework for weight sensitivity analysis in AHP-based multi-criteria decision making,"Chen, Yun|Yu, Jia|Khan, Shahbaz",ENVIRONMENTAL MODELLING & SOFTWARE,pairwise comparison matrix|uncertainty|oat|mcdm|arcgis
8785,WOS:000281535900006,2010,Radial-Interval Linear Programming for Environmental Management under Varied Protection Levels,"Tan, Qian|Huang, Guo H.|Cai, Yanpeng",JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,
8786,WOS:000401576200001,2017,"Supply Chain Model with Stochastic Lead Time, Trade-Credit Financing, and Transportation Discounts","Kim, Sung Jun|Sarkar, Biswajit",MATHEMATICAL PROBLEMS IN ENGINEERING,
8787,WOS:000363949300025,2015,Feasibility analysis of a hybrid off-grid wind-DG-battery energy system for the eco-tourism remote areas,"Shezan, S. K. A.|Saidur, R.|Ullah, K. R.|Hossain, A.|Chong, W. T.|Julai, S.",CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,renewable energy|wind energy|wind turbines homer|diesel generator|sensitivity analysis|optimization|hybrid model
8788,WOS:000337567500001,2014,"Mathematical analysis of hepatitis C model for intravenous drug misusers: Impact of antiviral therapy, abstinence and relapse","Mushayabasa, Steady|Bhunu, Claver P.",SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,hepatitis c virus (hcv)|intravenous drug misusers|treatment|abstinence|relapse|reproductive number|sensitivity analysis
8789,WOS:000340688300038,2014,Cancer risk of polycyclic aromatic hydrocarbons (PAHs) in the soils from Jiaozhou Bay wetland,"Yang, Wei|Lang, Yinhai|Li, Guoliang",CHEMOSPHERE,pahs|cancer risk|monte carlo simulation|sensitivity analysis
8790,WOS:000407996700042,2016,A Sparse Stochastic Collocation Technique for High-Frequency Wave Propagation with Uncertainty,"Malenova, G.|Motamed, M.|Runborg, O.|Tempone, R.",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,uncertainty quantification|wave propagation|high frequency|asymptotic approximation|gaussian beam summation|stochastic collocation|sparse grids|stochastic regularity
8791,WOS:000356374800008,2015,An interprovincial cooperative game model for air pollution control in China,"Xue, Jian|Zhao, Laijun|Fan, Longzhen|Qian, Ying",JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,
8792,WOS:000406767600004,2017,Investigating the sensitivity factors of household indirect CO2 emission from the production side,"Lin, Tao|Yan, Junna",NATURAL HAZARDS,input-output model|sensitivity analysis|production technology|indirect co2 emission|china
