,AU,SO,copyright,title,year
3666,"Berveiller, M.|Blatman, G.|Faber, MH|Kohler, J|Nishijima, K",APPLICATIONS OF STATISTICS AND PROBABILITY IN CIVIL ENGINEERING,,Sensitivity and reliability analysis of a globe valve using an adaptive sparse polynomial chaos expansion,2011
3671,"Erle, MA|Schwarz, EM|Schulte, MJ|Montuschi, P|Schwarz, E","17TH IEEE SYMPOSIUM ON COMPUTER ARITHMETIC, PROCEEDINGS",,Decimal multiplication with efficient partial product generation,2005
3672,"Weber, T. R.|Zerger, A|Argent, RM",MODSIM 2005: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: ADVANCES AND APPLICATIONS FOR MANAGEMENT AND DECISION MAKING,,Using a Catchment Water Quality Model to Quantify the Value of an Ecosystem Service,2005
3674,"Ross, Tamra|Chang, Ting-Wen|Ives, Cindy|Parker, Nancy|Han, Andrew|Graf, Sabine|Spector, JM|Tsai, CC|Sampson, DG|Huang, R|Chen, NS|Resta, P",2016 IEEE 16TH INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES (ICALT),,Improving the User-Friendliness of AAT through a Staged Evaluation,2016
3684,"Armas, Iuliana|Toma-Danila, Dragos|Ionescu, Radu|Gavris, Alexandru",INTERNATIONAL JOURNAL OF DISASTER RISK SCIENCE,,"Vulnerability to Earthquake Hazard: Bucharest Case Study, Romania",2017
3690,"Jorgensen, PR|McKay, LD|Kistrup, JP",GROUND WATER,,Aquifer vulnerability to pesticide migration through till aquitards,2004
3692,"Antunovic, Z.|Klapec, T.|Cavar, S.|Mioc, B.|Novoselec, J.|Klir, Z.",BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE,,CHANGES OF HEAVY METAL CONCENTRATIONS IN GOATS MILK DURING LACTATION STAGE IN ORGANIC BREEDING,2012
3695,"Zhang, Qing|Hillebrand, Gudrun|Klassen, Irina|Vollmer, Stefan|Olsen, Nils Reidar B.|Moser, Hans|Hinkelmann, Reinhard|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C","PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS I AND II",,Sensitivity Analysis of Flow Field Simulation in the Iffezheim Reservoir in Germany with the 3D SSIIM Model,2013
3696,"Schanz, Tom|Datcheva, Maria|Nguyen-Tuan, Long|Papadrakakis, M|Onate, E|Schrefler, B",COMPUTATIONAL METHODS FOR COUPLED PROBLEMS IN SCIENCE AND ENGINEERING IV,,BACK ANALYSIS OF A COUPLED THERMO-HYDRO-MECHANICAL MODEL BASED ON INSTRUMENTED CONSTANT VOLUME COLUMN TEST,2011
3707,"Cardona, K.|Gomez, J. F.|Ferrero, J. M.|Saiz, J.|Rajamani, S.|Belardinelli, L.|Trenor, B.|Murray, A",2011 COMPUTING IN CARDIOLOGY,,Simulation Study of the Electrophysiological Mechanisms for Heart Failure Phenotype,2011
3709,"Vandersteen, K|Roels, S|Carmeliet, J|Feyen, J|Hassanizadeh, SM|Schotting, RJ|Gray, WG|Pinder, GF","COMPUTATIONAL METHODS IN WATER RESOURCES, VOLS 1 AND 2, PROCEEDINGS",,A network modeling approach to derive hydraulic properties of a rough-walled fracture,2002
3712,"Chatterjee, Abhijit|Vlachos, Dionisios G.",JOURNAL OF COMPUTER-AIDED MATERIALS DESIGN,,An overview of spatial microscopic and accelerated kinetic Monte Carlo methods,2007
3716,"Durkota, Karel|Lisy, Viliam|Bosansky, Branislav|Kiekintveld, Christopher|Yang, Q|Wooldridge, M",PROCEEDINGS OF THE TWENTY-FOURTH INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE (IJCAI),,Optimal Network Security Hardening Using Attack Graph Games,2015
3726,"Elshayeb, Y|Linkov, |Ramadan, AB",COMPARATIVE RISK ASSESSMENT AND ENVIRONMENTAL DECISION MAKING,,Overcoming uncertainties in risk analysis: Trade-offs among methods of uncertainty analysis,2004
3731,"Hoang, Linh|Mynett, Arthur|van Griensven, Ann|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C","PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS III AND IV",,Modelling Water and Nitrogen Transport and Transformation across the Landscape at River Basin Scale Using SWAT,2013
3737,"Gopinath, Smitha|Murthy, A. Ramachandra|Srivastava, Bhaskar|Kumar, V. Ramesh|Iyer, Nagesh R.",CMC-COMPUTERS MATERIALS & CONTINUA,,Confinement Effect of Woven Roving Glass Fabric on Concrete Specimen,2012
3748,"Wang, DF|Yeung, DS|Tsang, ECC|Shi, L|Berthold, MR|Glen, R|Diederichs, K|Kohlbacher, O|Fischer, ","COMPUTATIONAL LIFE SCIENCES, PROCEEDINGS",,Gene selection through sensitivity analysis of support vector machines,2005
3751,"Gwyn, Stephen D. J.|Taylor, AR|Rosolowsky, E",ASTRONOMICAL DATA ANALYSIS SOFTWARE AND SYSTEMS: XXIV,,Aggregating Metadata from Multiple Archives: a Non-VO Approach,2015
3772,"Wang, Lin|Zeng, Yurong|Zhang, Jinlong","2007 INTERNATIONAL CONFERENCE ON WIRELESS COMMUNICATIONS, NETWORKING AND MOBILE COMPUTING, VOLS 1-15",,A Case Study on Joint Replenishment Problem for Slow Moving Spare Parts in a Nuclear Power Plant,2007
3779,"Liu, R. M.|Sun, C. C.|Han, Z. X.|Chen, L.|Huang, Q.|Chen, Y. X.|Gao, S. H.|Shen, Z. Y.|Yang, Z|Chen, B",18TH BIENNIAL ISEM CONFERENCE ON ECOLOGICAL MODELLING FOR GLOBAL CHANGE AND COUPLED HUMAN AND NATURAL SYSTEM," (C) 2011 Published by Elsevier B. V. Selection and/or peer-review under responsibility of School of Environment, Beijing Normal University.","Water environmental capacity calculation based on uncertainty analysis: a case study in the Baixi watershed area, China",2012
3781,"Ristow, NE|Whittington-Jones, K|Corbett, C|Rose, P|Hansford, GS",WATER SA,,"Modelling of a recycling sludge bed reactor using AQUASIM (vol 27, pg 445, 2001)",2002
3790,"Mader, Charles A.|Kenway, Gaetan K. W.|Martins, Joaquim R. R. A.","7TH INTERNATIONAL CONFERENCE ON SYSTEM SIMULATION AND SCIENTIFIC COMPUTING ASIA SIMULATION CONFERENCE 2008, VOLS 1-3",,A Framework for High-Fidelity Aerostructural Optimization of Aircraft Configurations,2008
3807,"Mannina, G.|Viviani, G.|Anderssen, RS|Braddock, RD|Newham, LTH",18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,Parameter uncertainty analysis of water quality model for small river,2009
3812,"McNabola, Aonghus|Coughlan, Paul|Corcoran, Lucy|Power, Christine|Williams, A. Prysor|Harris, Ian|Gallagher, John|Styles, David",WATER POLICY,,Energy recovery in the water industry using micro-hydropower: an opportunity to improve sustainability,2014
3817,"Henao, Carlos A.|Braden, Drew J.|Maravelias, Christos T.|Dumesic, James A.|Pistikopoulos, EN|Georgiadis, MC|Kokossis, AC",21ST EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING,,A Novel Catalytic Strategy for the Production of Liquid Fuels from Ligno-cellulosic Biomass,2011
3840,"Samia, Yasmine|Kealey, Alison|Smith, Robert J.",MATHEMATICAL POPULATION STUDIES,,A mathematical model of a theoretical sleeping sickness vaccine,2016
3845,"Einstein, H. H.|Sousa, R. L.|Karam, K.|Manzella, I.|Kveldsvik, V.|Zhao, J|Labiouse, |Dudt, JP|Mathier, JF",ROCK MECHANICS IN CIVIL AND ENVIRONMENTAL ENGINEERING,,Rock slopes from mechanics to decision making,2010
3854,"Jeong, K. S.|Kim, D. K.|Shin, H. S.|Kim, H. W.|Cao, H.|Jang, M. H.|Joo, G. J.",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,,Flow Regulation for Water Quality (chlorophyll a) Improvement,2010
3856,"Chen, L. L.|Chen, H. B.",CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,,Structural-Acoustic Design Sensitivity Analysis based on Direct Differentiation Method with Different Element Types,2015
3863,"Nikravesh, M|Unland, R|Ulieru, M|Weaver, C","INDIN 2003: IEEE INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS, PROCEEDINGS",,Computational intelligent for reservoir management,2003
3864,"Franco, Andrea|Correia, Marco|Cruz, Jorge|Holmes, JH|Bellazzi, R|Sacchi, L|Peek, N",ARTIFICIAL INTELLIGENCE IN MEDICINE (AIME 2015),,Uncertainty Propagation in Biomedical Models,2015
3866,"Coppola, Emery|Szdarovsky, Ferenc|McIane, Charles|Pulton, Mary|Magelky, Robin|Zhang, Z|Xiangping, G|Weimu, W",EFFECTIVE UTILIZATION OF AGRICULTURAL SOIL & WATER RESOURCES AND PROTECTION OF ENVIRONMENT,,Modeling saltwater upcoming with artificial neural networks,2007
3868,"Li Min, |Zhou Ru-rui, |Wang Yun-tao, |Liu Dongmei, |Karvazy, K|Webster, VL","WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2015: FLOODS, DROUGHTS, AND ECOSYSTEMS",,Variable Fuzzy Sets Method for Flood Seasonality of Catchments,2015
3870,"Jiao, S|Zeng, GM|Zhou, JF|Jiang, XY|Wang, LL|Yang, F|Zhang, G|Hou, |Yang, J|Tian, L|Zheng, C","BUILT ENVIRONMENT AND PUBLIC HEALTH, PROCEEDINGS",,Study of uncertainties in evaluation indicator system for ecological residential community,2004
3874,"Ahmadi, Mohammad|Partani, Sadegh|Parsoon, Masoome","SGEM 2009: 9TH INTERNATIONAL MULTIDISCIPLINARY SCIENTIFIC GEOCONFERENCE, VOL II, CONFERENCE PROCEEDING",,"GEOGRAPHIC INFORMATION SYSTEMS ARTIFICIAL NEURAL NETWORKS COUPLING MODEL TO PREDICT MEAN ANNUALY PRECIPITATION IN STUDY AREAS, CASE STUDY: DENA SUBBASIN, KOHGILOUYE PROVINCE, IRAN",2009
3892,"Zhou Hongkai, |Li Huashou, |Liu Jingwei, |Wu Jinhe, |Ye Yicheng, |Li, S|Niu, P|Wang, W|An, Y","PROGRESS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL III: PROCEEDINGS OF THE 2011 INTERNATIONAL SYMPOSIUM ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY",,Zinc and Salt Stress Influence on Proline Metabolism in Sesuvium Portulacastrum,2011
3896,"Tang, Xinghua|Wang, Mingnian|Dong, Congyu|Tong, Jianjun|Wang, Yicheng|Kim, YH",PROCEEDINGS OF THE 2016 4TH INTERNATIONAL CONFERENCE ON RENEWABLE ENERGY AND ENVIRONMENTAL TECHNOLOGY (ICREET 2016),,Sensitivity analysis for shear strength of flat interface between shotcrete and granite in high temperature tunnel,2017
3898,"Cummins, E.|Dass, S. Chitlapilly|Abu-Ghannam, N.|Cadavez, |Thiel, D",6TH INTERNATIONAL CONFERENCE ON SIMULATION AND MODELLING IN THE FOOD AND BIO-INDUSTRY (FOODSIM 2010),,EXPOSURE ASSESSMENT OF LISTERIA MONOCYTOGENES IN IRISH COLD-SMOKED SALMON,2010
3903,"Chang, L. C.|Tsai, J. P.|Chen, Y. W.|Chiang, C. J.|Brebbia, CA",WATER POLLUTION XI,,Identification of net groundwater recharge rate using an expert system model: a case study of Pintung plane,2012
3923,"Werner, M|Khu, ST|Li, G","DEVELOPMENT, PLANNING AND MANAGEMENT OF SURFACE AND GROUND WATER RESOURCES, THEME A, PROCEEDINGS",,Monte-carlo based uncertainty analysis framework using a multi-modal genetic algorithm,2001
3927,"Xu, Q|Wu, ZL|Jin, SG|Zhang, LX",BIOMEDICAL AND ENVIRONMENTAL SCIENCES,,Tuberculosis control priorities defined by using cost-effectiveness and burden of disease,2002
3928,"Ciaffi, Francesco|Cipriani, Ernesto|Petrelli, Marco|Uspalyte-Vitkuniene, Rasa|Cygas, D|Tollazzi, T",9TH INTERNATIONAL CONFERENCE ENVIRONMENTAL ENGINEERING (9TH ICEE) - SELECTED PAPERS,,A new methodology for the public transport network design,2014
3935,"Rai, SN|Manglik, A|Sililo, O",GROUNDWATER: PAST ACHIEVEMENTS AND FUTURE CHALLENGES,,Water table variation due to time-varying recharge and withdrawal,2000
3950,"Demarty, J|Ottle, C|Braud, |Frangi, JP|Owe, M|DUrso, G","REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY III",,Comparison of measured and SISPAT-RS simulated brightness temperatures and reflectances at field scale during ReSeDA experiment,2002
3952,"Wolf, G|Almeida, JS|Reis, MAM|Crespo, JG",WATER SCIENCE AND TECHNOLOGY,,Modelling of the extractive membrane bioreactor process based on natural fluorescence fingerprints and process operation history,2005
3962,"Amico, M|Pasek, ZJ|Asl, F|Perrone, G|Chick, SE|Sanchez, PJ|Ferrin, D|Morrice, DJ","PROCEEDINGS OF THE 2003 WINTER SIMULATION CONFERENCE, VOLS 1 AND 2",,A new methodology to evaluate the real options of an investment using binomial trees and Monte Carlo simulation,2003
3980,"Guan, X. J.|Wang, H. L.|Li, X. Y.",GLOBAL NEST JOURNAL,,THE EFFECT OF DEM AND LAND USE SPATIAL RESOLUTION ON SIMULATED STREAM FLOW AND SEDIMENT,2015
4004,"Chen, Yuhua|Yang, Yongguo|Luo, Jinhui|Ma, M","2011 INTERNATIONAL CONFERENCE OF ENVIRONMENTAL SCIENCE AND ENGINEERING, VOL 12, PT A", (C) 2011 Published by Elsevier B. V. Selection and/ or peer- review under responsibility of National University of Singapore.,Uncertainty Analysis of Coalbed Methane Economic Assessment with Montecarlo Method1,2012
4009,"Lee, Jae-Kyoung|Kim, Young-Oh|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C","PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS III AND IV",,Uncertainty Propagation of Climate Change Assessment in the Korean Peninsula,2013
4016,"Arshad, M.|Qureshi, M. E.|Jakeman, A. J.|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),,Cost-benefit analysis of farm water storage: Surface Storage versus Managed Aquifer Storage,2013
4020,"Deuerlein, Jochen|Piller, Olivier|Elhay, Sylvan|Simpson, Angus|Saldarriaga, J","XVIII INTERNATIONAL CONFERENCE ON WATER DISTRIBUTION SYSTEMS, WDSA2016", Published by Elsevier Ltd.,Sensitivity Analysis of Topological Subgraphs within Water Distribution Systems,2017
4033,"Yordanova, Snejana|Noikova, Nelly|Petrova, Rusanka|Tzvetkov, Plamen",2005 IEEE INTELLIGENT DATA ACQUISITION AND ADVANCED COMPUTING SYSTEMS: TECHNOLOGY AND APPLICATIONS,,Neuro-fuzzy modelling on experimental data in anaerobic digestion of organic waste in waters,2005
4035,"Kanevski, M|Demyanov, |Pozdnukhov, A|Parkin, R|Savelieva, E|Timonin, |Maignan, M",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,Advanced geostatistical and machine-learning models for spatial data analysis of radioactively contaminated regions,2003
4037,"Newton, Michael A.|Wang, Zhishi|Fienberg, SE","ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION, VOL 2",,Multiset Statistics for Gene Set Analysis,2015
4043,"Sekhar, P. Nataraj|Amrutha, R. Naga|Sangam, Shubhada|Verma, D. P. S.|Kishor, P. B. Kavi",JOURNAL OF MOLECULAR GRAPHICS & MODELLING, (c) 2007 Elsevier Inc. All rights reserved.,"Biochemical characterization, homology modeling and docking studies of ornithine delta-aminotransferase - an important enzyme in proline biosynthesis of plants",2007
4045,"Aquilina, N|Micallef, A|Patania, F|Brebbia, CA",AIR POLLUTION XI,,Evaluation of two street canyon air quality models using data from European cities,2003
4046,"De Filippis, Paolo|Borgianni, Carlo|Paolucci, Martino|Pardalos, P|Mastorakis, N|Mladenov, |Bojkovic, Z",PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON ENERGY AND DEVELOPMENT - ENVIRONMENT - BIOMEDICINE (EDEB'09),,Energy recovery from wastes blends using a two-stage reactor: economic evaluations,2009
4052,"Marchenko, Roman S.|Cherepovitsyn, Alexey E.","PROCEEDINGS OF THE 2017 INTERNATIONAL CONFERENCE QUALITY MANAGEMENT,TRANSPORT AND INFORMATION SECURITY, INFORMATION TECHNOLOGIES (IT&QM&IS)",,Improvement of the Quality of Calculations Using the Monte Carlo Simulation Method in the Evaluation of Mining Investment Projects,2017
4054,"Dowman, Charles E.|Ferre, Ty P. A.|Hoffmann, John P.|Rucker, Dale F.|Callegary, James B.",VADOSE ZONE JOURNAL,,Quantifying Ephemeral Streambed Infiltration from Downhole Temperature Measurements Collected Before and After Streamflow,2003
4057,"White, Ryen|Horvitz, Eric",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,,From web search to healthcare utilization: privacy-sensitive studies from mobile data,2013
4080,"Li, C.|Zhu, W. S.|Li, B. X.|Xu, X.|Zhang, D. F.|Kim, YH","PROCEEDINGS OF THE 2016 5TH INTERNATIONAL CONFERENCE ON CIVIL, ARCHITECTURAL AND HYDRAULIC ENGINEERING (ICCAHE 2016)",,The application of sensitivity analysis in hydropower based on grey theory,2016
4081,"Ding, Yan|Elgohry, Moustafa|Altinakar, Mustafa S.|Wang, Sam S. Y.|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C","PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS I AND II",,Optimal Control of Flow and Sediment in River and Watershed,2013
4084,"Samui, Pijush|Kim, Dookie",COMPUTERS AND CONCRETE,,Utilization of support vector machine for prediction of fracture parameters of concrete,2012
4086,"Bineva, Tz|Staneva, D.|Yonova, P.|Yordanova, I.|Stoeva, N.",JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY,,MODIFICATION OF THE IRRADIATION EFFECT ON OAT PLANT DURING THE VEGETATION PERIOD,2006
4088,"De Lucia, Marco|Kuehn, Michael|Kuhn, M|Juhlin, C|Held, H|Bruckman, |Tambach, T|Kempka, T","EUROPEAN GEOSCIENCES UNION GENERAL ASSEMBLY 2013, EGUDIVISION ENERGY, RESOURCES & THE ENVIRONMENT, ERE", Published by Elsevier Ltd.,Coupling R and PHREEQC: efficient programming of geochemical models,2013
4100,"Chen, Yuting|Cournede, Paul-Henry|Kang, M|Dumont, Y|Guo, Y","2012 IEEE FOURTH INTERNATIONAL SYMPOSIUM ON PLANT GROWTH MODELING, SIMULATION, VISUALIZATION AND APPLICATIONS (PMA)",,Assessment of Parameter Uncertainty in Plant Growth Model Identification,2012
4102,"Shi, Peng|Liu, Fei|Yang, Ming","7TH INTERNATIONAL CONFERENCE ON SYSTEM SIMULATION AND SCIENTIFIC COMPUTING ASIA SIMULATION CONFERENCE 2008, VOLS 1-3",,Research on Validation Method for Complex Simulation Systems,2008
4104,"Chatterjee, Avik|Satheesh, Hothur|Basak, Indrajit|Majumdar, S.|Negi, A|Narayana, MGPL|Rao, NV|Narayana, ML|Vemuri, P|Rao, KD|Sarma, DS|Kumar, A|Devarapalli, H",2011 ANNUAL IEEE INDIA CONFERENCE (INDICON-2011): ENGINEERING SUSTAINABLE SOLUTIONS,,Optimality in Homography in 3D Reconstruction from Canonical Stereo Setup,2011
4106,"Keshavarz Ghorabaee, Mehdi|Zavadskas, Edmundas Kazimieras|Turskis, Zenonas|Antucheviciene, Jurgita",ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,,A NEW COMBINATIVE DISTANCE-BASED ASSESSMENT (CODAS) METHOD FOR MULTI-CRITERIA DECISION-MAKING,2016
4107,"Andarini, Rahmi|Schranzhofer, Hermann|Streicher, Wolfgang|Liu, JJ|Zhang, TF|Zhai, ZQ","FIRST INTERNATIONAL CONFERENCE ON BUILDING ENERGY AND ENVIRONMENT, PROCEEDINGS VOLS 1-3",,Energy simulation for a typical small office building in Indonesia,2008
4110,"Sun, Liying|Mao, Xiaoling|Huang, Zheng|Fan, Xiaotao|Ni, Jinren|Huang, C|Liu, ","THEORY AND PRACTICE OF RISK ANALYSIS AND CRISIS RESPONSE, PROCEEDINGS",,Rapid Zonation of Flood Risk in China,2008
4118,"Zaman, M.|Rahman, A.|Haddad, K.|Chan, F|Marinova, D|Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),,Regional flood modelling in arid and semi-arid regions in Australia,2011
4140,"Hsu, K. -J.|Aravossis, K|Brebbia, CA|Gomez, N",ENVIRONMENTAL ECONOMICS AND INVESTMENT ASSESSMENT II,,A projection of BIPV systems in Taiwan: costs versus benefits,2008
4146,"Acquah, B. K. P.|Spiller, D. E.|See, H.|Morris, N.|Boxall, J|Maksimovic, C",INTEGRATING WATER SYSTEMS,,Demand headroom uncertainty modelling for strategic water supply planning,2010
4150,"Reddy, K. Pratap|Sailaja, G.|Krishnaiah, Chirumari",JOURNAL OF ENVIRONMENTAL BIOLOGY,,Protective effects of selenium on fluoride induced alterations in certain enzymes in brain of mice,2009
4152,"Kowalski, Zygmunt|Lelek, Lukasz",ROCZNIK OCHRONA SRODOWISKA,,"Modeling of Biomass Market in Malopolska Region Including Legal, Market and Environmental Aspects",2011
4155,"Zribi, Chiraz Ben Othmane|Baghouli, Bechir",2017 IEEE/ACS 14TH INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS (AICCSA),,A syntactico-semantic method for Arabic Collocations Extraction,2017
4157,"Astudillo, Ramon Fernandez|da Silva Neto, Joao Paulo","12TH ANNUAL CONFERENCE OF THE INTERNATIONAL SPEECH COMMUNICATION ASSOCIATION 2011 (INTERSPEECH 2011), VOLS 1-5",,Propagation of Uncertainty through Multilayer Perceptrons for Robust Automatic Speech Recognition,2011
4161,"Chen, Lei|Xing, Guangnan|Xu, Yingjie|Liu, Xiaoxiang|Zhao, Tuanjie|Gai, Junyi",COMPUTERS & ELECTRICAL ENGINEERING, Elsevier Ltd. All rights reserved.,"Identification of major responding proteins of abnormal leaf and flower in soybean with an integrative ""omics"" strategy",2012
4162,"Singh, S. R.|Rathore, Himanshu|Parashar, M|Sekhar, CC|Bellur, U|Narendra, NC|Kumar, SDM|Valera, C|Chandran, P|Chaudhary, S|Krishnan, M|Arya, K|Madduri, K|Li, |Prasad, SK",2014 SEVENTH INTERNATIONAL CONFERENCE ON CONTEMPORARY COMPUTING (IC3),,A two warehouse inventory model with non-instantaneous deterioration and partial backlogging,2014
4170,"Lin, SL",2003 3RD INTERNATIONAL SYMPOSIUM ON ENVIRONMENTALLY CONSCIOUS DESIGN AND INVERSE MANUFACTURING - ECODESIGN '03,,LCA-based energy evaluating with application to school buildings in Taiwan,2003
4177,"Singh, Geetanjali|Sharma, Nirmala|Sharma, Harish|Astya, PN|Swaroop, A|Sharma, |Singh, M|Gupta, K","2017 IEEE INTERNATIONAL CONFERENCE ON COMPUTING, COMMUNICATION AND AUTOMATION (ICCCA)",,Intelligent Neighbourhood Teaching Learning Based Optimization Algorithm,2017
4182,"Post, David A.|Hartcher, Michael G.|Sivapalan, M|Wagener, T|Uhlenbrook, S|Zehe, E|Lakshmi, |Liang, |Tachiawa, Y|Kumar, P",PREDICTIONS IN UNGAUGED BASINS: PROMISE AND PROGRESS,,"Evaluating uncertainty in modelled sediment delivery in data-sparse environments: application to the Mae Chaem Catchment, Thailand",2006
4184,"Mokhtari, M. H.|Ahmad, B.|Hoveidi, H.|Busu, ",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,,Sensitivity Analysis of METRIC-Based Evapotranspiration Algorithm,2013
4190,"Regulwar, D. G.|Sonali, Nagargoje R.|Mynett, A",PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS,,"EVALUATION OF UNCERTAINTY ESTIMATES IN DISTRIBUTED HYDROLOGICAL MODELING FOR MICRO WATERSHED IN GODAVARI RIVER IN INDIA USING SUFI-2, AND PARASOL METHODS",2015
4198,"Vagif, Salimov|Aliev, RA|Pedrycz, W|Jamshidi, M|Kacprzyk, J|Turksen, IB","12TH INTERNATIONAL CONFERENCE ON APPLICATION OF FUZZY SYSTEMS AND SOFT COMPUTING, ICAFS 2016", Published by Elsevier B.V.,Application of case-based reasoning methodology to bingo lottery benchmark model,2016
4210,"Valero, C.|Huang, X.|Egusquiza, E.|Farhat, M.|Avellan, F.|SusanResiga, R|Muntean, S|Bernad, S",25TH IAHR SYMPOSIUM ON HYDRAULIC MACHINERY AND SYSTEMS,,Modal behavior of a reduced scale pump turbine impeller. Part II: Numerical simulation,2010
