AU,year,title,journal,citations,Avg. Citations,DOI link
"Sandhu, R|Pettit, C|Khalil, M|Poirel, D|Sarkar, A",2017,Bayesian model selection using automatic relevance determination for nonlinear dynamical systems,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,1,1.0,https://dx.doi.org/10.1016/j.cma.2017.01.042
"Ilango, SJJ|Sarkar, S",2017,An efficient stochastic framework to propagate the effect of the random solid-pore geometry of porous media on the pore-scale flow,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,1,1.0,https://dx.doi.org/10.1016/j.cma.2016.10.030
"Gauchi, JP|Bensadoun, A|Colas, F|Colbach, N",2017,Metamodeling and global sensitivity analysis for computer models with correlated inputs: A practical approach tested with a 3D light interception computer model,ENVIRONMENTAL MODELLING & SOFTWARE,1,1.0,https://dx.doi.org/10.1016/j.envsoft.2016.12.005
"Roux, SE",2017,How sensitive is a vineyard crop model to the uncertainty of its runoff module?,ENVIRONMENTAL MODELLING & SOFTWARE,1,1.0,https://dx.doi.org/10.1016/j.envsoft.2017.07.001
"Batou, A",2015,A global/local probabilistic approach for reduced-order modeling adapted to the low- and mid-frequency structural dynamics,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,1,0.33,https://dx.doi.org/10.1016/j.cma.2015.06.007
"Notghi, B|Ahmadpoor, M|Brigham, JC",2016,Adaptive reduced-basis generation for reduced-order modeling for the solution of stochastic nondestructive evaluation problems,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,0,0.0,https://dx.doi.org/10.1016/j.cma.2016.06.024
"Jensen, HA|Araya, VA|Munoz, AD|Valdebenito, MA",2017,A physical domain-based substructuring as a framework for dynamic modeling and reanalysis of systems,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,0,0.0,https://dx.doi.org/10.1016/j.cma.2017.08.044
"Xu, YL|Noor, AK",2000,Perturbation mapping method for sensitivity analysis of three-dimensional cracks near a free surface,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,0,0.0,https://dx.doi.org/10.1016/S0045-7825(99)00314-X
"Saito, A|Kawamoto, A|Kuroishi, M|Nakai, H|Yamasaki, S",2017,Estimation of measurement errors in orthotropic elastic moduli determined from natural frequencies,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,0,0.0,https://dx.doi.org/10.1007/s00158-016-1552-9
"Li, J|Stinis, P",2016,A unified framework for mesh refinement in random and physical space,JOURNAL OF COMPUTATIONAL PHYSICS,0,0.0,https://dx.doi.org/10.1016/j.jcp.2016.07.027
"Perrin, G|Soize, C|Marque-Pucheu, S|Garnier, J",2017,Nested polynomial trends for the improvement of Gaussian process-based predictors,JOURNAL OF COMPUTATIONAL PHYSICS,0,0.0,https://dx.doi.org/10.1016/j.jcp.2017.05.051
"Karagiannis, G|Lin, G",2017,"On the Bayesian calibration of computer model mixtures through experimental data, and the design of predictive models",JOURNAL OF COMPUTATIONAL PHYSICS,0,0.0,https://dx.doi.org/10.1016/j.jcp.2017.04.003
"Franck, IM|Koutsourelakis, PS",2017,"Multimodal, high-dimensional, model-based, Bayesian inverse problems with applications in biomechanics",JOURNAL OF COMPUTATIONAL PHYSICS,0,0.0,https://dx.doi.org/10.1016/j.jcp.2016.10.039
"Yang, L|Narayan, A|Wang, P",2017,Sequential data assimilation with multiple nonlinear models and applications to subsurface flow,JOURNAL OF COMPUTATIONAL PHYSICS,0,0.0,https://dx.doi.org/10.1016/j.jcp.2017.06.026
"Carraro, T|Friedmann, E|Gerecht, D",2016,Coupling vs decoupling approaches for PDE/ODE systems modeling intercellular signaling,JOURNAL OF COMPUTATIONAL PHYSICS,0,0.0,https://dx.doi.org/10.1016/j.jcp.2016.03.020
"Akkaram, S|Beley, JD|Maffeo, B|Wiggs, G",2007,Analytical derivatives technology for structural shape design,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,0,0.0,https://dx.doi.org/10.1007/s00158-006-0069-z
"Wirtz, D|Nowak, W",2017,"The rocky road to extended simulation frameworks covering uncertainty, inversion, optimization and control",ENVIRONMENTAL MODELLING & SOFTWARE,0,0.0,https://dx.doi.org/10.1016/j.envsoft.2016.10.003
"Liuzzo, L|Notaro, V|Freni, G",2017,Uncertainty related to climate change in the assessment of the DDF curve parameters,ENVIRONMENTAL MODELLING & SOFTWARE,0,0.0,https://dx.doi.org/10.1016/j.envsoft.2017.06.044
"Khan, U|Tuteja, NK|Sharma, A|Lucas, S|Murphy, B|Jenkins, B",2016,Applicability of Hydrologic Response Units in low topographic relief catchments and evaluation using high resolution aerial photograph analysis,ENVIRONMENTAL MODELLING & SOFTWARE,0,0.0,https://dx.doi.org/10.1016/j.envsoft.2016.03.010
"Oh, H|Kim, J|Son, H|Youn, BD|Jung, BC",2016,A systematic approach for model refinement considering blind and recognized uncertainties in engineered product development,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,0,0.0,https://dx.doi.org/10.1007/s00158-016-1493-3
"Acar, E",2016,A reliability index extrapolation method for separable limit states,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,0,0.0,https://dx.doi.org/10.1007/s00158-015-1391-0
"Dener, A|Hicken, JE",2017,Matrix-free algorithm for the optimization of multidisciplinary systems,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,0,0.0,https://dx.doi.org/10.1007/s00158-017-1734-0
"Rumigny, N|Papadopoulos, P|Polak, E",2009,Optimal discretization strategy for boundary element-based shape optimization problem,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,0,0.0,https://dx.doi.org/10.1016/j.cma.2008.12.032
